step,chunk_id,chunk_index,chunk_boundary,deadline_offset_ns,emit_offset_ns,fallback,observation_age_ns,safety_flags,safety_rejected,action_0,action_1,action_2,action_3,action_4,action_5,action_6
202,67,4,0,20200000000,20200104535,0,557562711,1,0,-0.188226,-0.0907623,-0.137539,0.0309351,-0.0059705,-0.0268853,-1
203,68,2,1,20300000000,20300072796,0,357039297,1,0,0.133523,0.0450356,0.275555,-0.0314106,0.00537118,-0.0603394,1
204,68,3,0,20400000000,20400078778,0,457045619,1,0,0.281888,0.0229015,0.480336,-0.0344075,0.0186808,-0.0827323,1
205,68,4,0,20500000000,20500068029,0,557034640,1,0,-0.164521,-0.155461,-0.299087,0.0642997,-0.020151,-0.0135182,-1
206,69,2,1,20600000000,20600065360,0,356817672,1,0,0.180322,0.048138,0.18613,-0.0331265,-0.00449703,-0.0592586,1
207,69,3,0,20700000000,20700066592,0,456819024,0,0,0.347851,0.0185722,0.364716,-0.0343526,0.00513872,-0.0803372,0.997443
208,69,4,0,20800000000,20800065253,0,556817605,1,0,-0.135034,-0.170173,-0.479689,0.0756696,-0.036462,-0.00337733,-1
209,70,2,1,20900000000,20900065235,0,358178402,1,0,0.336173,0.0773645,0.300833,-0.0401017,-0.00915717,-0.0654382,1
210,70,3,0,21000000000,21000095227,0,458207784,0,0,0.519391,0.0394939,0.3793,-0.0347689,-0.00365291,-0.075873,0.999912
211,70,4,0,21100000000,21100102498,0,558215135,1,0,-0.00120343,-0.182826,-0.508441,0.0939848,-0.0507113,-0.00155609,-1
212,71,2,1,21200000000,21200104370,0,353440361,1,0,0.261518,0.0575053,0.0764274,-0.0229232,-0.0161216,-0.0598318,1
213,71,3,0,21300000000,21300073900,0,453410102,0,0,0.458094,0.0216551,0.200516,-0.0240388,-0.00989245,-0.0760413,0.998612
214,71,4,0,21400000000,21400073882,0,553409934,1,0,-0.0427474,-0.188009,-0.582032,0.0911531,-0.0538525,-0.00189611,-1
215,72,2,1,21500000000,21500073283,0,357214811,1,0,0.247431,0.0715149,-0.11171,-0.00848076,-0.018116,-0.0552515,1
216,72,3,0,21600000000,21600081425,0,457222713,1,0,0.425656,0.0236818,-0.0123036,-0.00666552,-0.0129318,-0.0734239,1
217,72,4,0,21700000000,21700072827,0,557214224,1,0,-0.0533405,-0.160988,-0.686061,0.0939054,-0.0493737,-0.00232632,-1
218,73,2,1,21800000000,21800069998,0,357081599,0,0,-0.114611,0.00664899,-0.81011,0.00346859,-0.0173623,-0.0120059,-0.973577
219,73,3,0,21900000000,21900073849,0,457085710,0,0,-0.0560523,-0.0401851,-0.767352,0.00298244,-0.0115134,-0.0182451,-0.975651
220,73,4,0,22000000000,22000073990,0,557085781,0,0,-0.300907,-0.139957,-0.924083,0.0713869,-0.0379996,0.0184272,-0.990499
221,74,2,1,22100000000,22100074472,0,357400454,0,0,-0.31751,0.00405667,-0.937282,0.00700146,-0.0146061,-0.00154881,-0.977511
222,74,3,0,22200000000,22200070973,0,457396905,0,0,-0.270449,-0.0398024,-0.892246,0.00533791,-0.00737919,-0.00492894,-0.978745
223,74,4,0,22300000000,22300073665,0,557399437,0,0,-0.476456,-0.1165,-0.98223,0.0615038,-0.0303163,0.0280056,-0.99474
224,75,2,1,22400000000,22400073267,0,360260534,1,0,-0.103421,-0.00414312,-0.136819,-0.000146636,-0.0216529,-0.0352671,1
225,75,3,0,22500000000,22500077458,0,460265076,0,0,-0.0474895,-0.0143951,-0.0459851,-0.000843068,-0.00375443,-0.0440399,0.998215
226,75,4,0,22600000000,22600064569,0,560252167,1,0,-0.0933639,-0.0411869,-0.0653013,0.00968383,-0.0129435,-0.0364803,1
227,76,2,1,22700000000,22700071731,0,361053371,1,0,-0.184993,-0.0467598,-0.299012,0.00207749,-0.0333567,-0.0187965,1
228,76,3,0,22800000000,22800072182,0,461053612,1,0,-0.102286,-0.0546395,-0.171324,0.00127857,-0.0146397,-0.0274922,1
229,76,4,0,22900000000,22900073353,0,561054753,1,0,-0.156516,-0.0957668,-0.213616,0.0211321,-0.0264328,-0.0192082,1
230,77,2,1,23000000000,23000074615,0,359602551,0,0,-0.019379,-0.00571027,0.0216397,-0.00544762,-0.0028507,-0.0683031,0.993874
231,77,3,0,23100000000,23100103767,0,459631773,0,0,0.0249587,-0.0211056,0.094403,-0.0082238,0.0150283,-0.075882,0.99615
232,77,4,0,23200000000,23200102919,0,559630855,0,0,-0.0341578,-0.0491194,0.0787776,0.00208608,0.00683859,-0.0615924,0.999242
233,78,2,1,23300000000,23300075980,0,359881537,1,0,-0.0548536,0.0142307,-0.0925113,-0.00807638,-0.0011025,-0.0600414,1
234,78,3,0,23400000000,23400076661,0,459882278,1,0,0.00475983,-0.00492123,0.014245,-0.0139284,0.0168657,-0.0745003,1
235,78,4,0,23500000000,23500074582,0,559880559,1,0,-0.0678597,-0.0334,-0.0202349,0.000789425,0.00983335,-0.0583876,1
236,79,2,1,23600000000,23600068763,0,360601231,1,0,-0.0606682,0.0177314,-0.0723926,-0.0141635,-0.00250456,-0.0558674,1
237,79,3,0,23700000000,23700065605,0,460598083,1,0,0.00496978,-0.00323301,0.054683,-0.0200251,0.0138769,-0.0734835,1
238,79,4,0,23800000000,23800065016,0,560597494,0,0,-0.138726,-0.0433603,-0.0871836,0.00445577,0.00240458,-0.0495398,-0.854074
239,80,2,1,23900000000,23900071908,0,358444167,1,0,-0.0709314,0.0151006,-0.0903246,-0.0123945,-0.00114921,-0.0466867,1
240,80,3,0,24000000000,24000101710,0,458474099,1,0,-0.0113721,-0.0044935,0.0250082,-0.0177281,0.0147856,-0.0612434,1
241,80,4,0,24100000000,24100075041,0,558447270,0,0,-0.154632,-0.0424322,-0.1195,0.00524847,0.00320106,-0.0371388,-0.975014
242,81,2,1,24200000000,24200075382,0,351138935,1,0,-0.0726222,0.0241253,-0.0584578,-0.0188207,0.00349382,-0.0419677,1
243,81,3,0,24300000000,24300101635,0,451165657,1,0,-0.0156092,0.00656365,0.0550863,-0.0246993,0.0188397,-0.0548304,1
244,81,4,0,24400000000,24400072985,0,551136597,0,0,-0.172046,-0.0366583,-0.109408,0.00542386,0.00443143,-0.0300811,-0.977753
245,82,2,1,24500000000,24500080167,0,360267605,1,0,-0.0813722,0.012055,-0.0885678,-0.00986636,-0.00457668,-0.0530366,1
246,82,3,0,24600000000,24600075178,0,460262816,1,0,-0.0234063,-0.00355291,0.0200006,-0.0154662,0.0109582,-0.0667717,1
247,82,4,0,24700000000,24700076600,0,560264048,1,0,-0.130047,-0.0444881,-0.0645088,0.00397111,0.00128015,-0.0448237,1
248,83,2,1,24800000000,24800101712,0,360920699,1,0,-0.0878199,0.00610628,-0.112361,-0.00787638,0.000512961,-0.0476946,1
249,83,3,0,24900000000,24900074373,0,460893410,1,0,-0.0335791,-0.0091845,-0.00801381,-0.0130344,0.015907,-0.0597282,1
250,83,4,0,25000000000,25000104295,0,560923232,1,0,-0.152586,-0.0471753,-0.107691,0.00530103,0.00520967,-0.0358354,1
251,84,2,1,25100000000,25100101206,0,359337125,1,0,-0.105952,-0.00474579,-0.101154,-0.00646657,-0.00317097,-0.0431068,1
252,84,3,0,25200000000,25200075027,0,459310836,1,0,-0.051302,-0.02031,0.00673648,-0.0113307,0.0106255,-0.054205,1
253,84,4,0,25300000000,25300067148,0,559303487,0,0,-0.203775,-0.0546605,-0.150154,0.00814825,-0.00261923,-0.0310874,-0.940367
254,85,2,1,25400000000,25400073690,0,360117132,0,0,-0.0820152,0.0154584,-0.0303535,-0.0147993,-0.00699118,-0.0501607,0.993434
255,85,3,0,25500000000,25500074631,0,460118333,0,0,-0.0352812,-0.0026759,0.0662642,-0.0194413,0.00693142,-0.0587876,0.991711
256,85,4,0,25600000000,25600106183,0,560149945,1,0,-0.133563,-0.041035,-0.0150562,0.00261144,-0.00132483,-0.0382747,1
257,86,2,1,25700000000,25700099155,0,358533939,0,0,-0.0926178,0.0199362,-0.00245747,-0.020013,-0.00516105,-0.0373391,0.993358
258,86,3,0,25800000000,25800062575,0,458497819,0,0,-0.0443093,0.00540056,0.0928152,-0.024715,0.00876612,-0.0449362,0.989708
259,86,4,0,25900000000,25900064937,0,558500081,1,0,-0.153176,-0.0326513,0.00118855,0.00276714,-0.000459055,-0.0236091,1
260,87,2,1,26000000000,26000062598,0,359603880,1,0,-0.121135,0.0335384,-0.0604215,-0.020269,-0.00761165,-0.0241006,1
261,87,3,0,26100000000,26100065710,0,459606621,0,0,-0.0642226,0.0152578,0.0486268,-0.0265336,0.00707686,-0.0324071,0.995135
262,87,4,0,26200000000,26200070801,0,559611273,1,0,-0.183025,-0.024698,-0.0482813,0.0029974,-0.00475124,-0.0137854,1
263,88,2,1,26300000000,26300066713,0,360358257,0,0,-0.141082,0.023139,-0.0752002,-0.0172107,-0.00826972,-0.0217255,0.993336
264,88,3,0,26400000000,26400063144,0,460354738,0,0,-0.0834356,0.0079279,0.0350136,-0.0236996,0.00523296,-0.029031,0.987932
265,88,4,0,26500000000,26500066856,0,560358099,0,0,-0.245225,-0.022451,-0.121869,0.00703612,-0.00867025,-0.0105543,-0.974367
266,89,2,1,26600000000,26600067327,0,359768294,0,0,-0.134117,0.0255838,-0.0245698,-0.0171754,-0.0107928,-0.033075,0.996805
267,89,3,0,26700000000,26700061719,0,459762695,0,0,-0.0828298,0.0120562,0.0757976,-0.0232864,0.00213135,-0.0391929,0.992043
268,89,4,0,26800000000,26800065770,0,559766787,1,0,-0.194349,-0.0226343,-0.00253151,0.00393862,-0.00850766,-0.0234484,1
269,90,2,1,26900000000,26900061051,0,361000710,0,0,-0.127585,0.020961,-0.00380248,-0.0180126,-0.00734974,-0.0435544,0.99546
270,90,3,0,27000000000,27000070923,0,461009572,0,0,-0.0843728,0.0117232,0.0870023,-0.0243798,0.00464212,-0.0469714,0.993347
271,90,4,0,27100000000,27100067144,0,561006293,1,0,-0.176426,-0.0189554,0.0328155,0.00215672,-0.00452877,-0.0314815,1
272,91,2,1,27200000000,27200071846,0,361927890,0,0,-0.141234,0.0172276,0.00806088,-0.0144454,-0.0118571,-0.0450385,0.994971
273,91,3,0,27300000000,27300070507,0,461926791,0,0,-0.0882924,0.00692586,0.110281,-0.0213655,0.000551646,-0.0498261,0.99081
274,91,4,0,27400000000,27400064889,0,561921903,0,0,-0.178455,-0.0172605,0.0726271,0.00223918,-0.00988146,-0.034056,0.996685
275,92,2,1,27500000000,27500064160,0,359103480,0,0,-0.118503,0.0343622,0.0498667,-0.0256463,-0.0119596,-0.0409512,0.995805
276,92,3,0,27600000000,27600062511,0,459101761,0,0,-0.0641986,0.0221543,0.152218,-0.0319841,0.000832041,-0.0455466,0.990813
277,92,4,0,27700000000,27700062243,0,559101393,1,0,-0.164197,-0.00676124,0.0953976,0.00197235,-0.00946434,-0.0296796,1
278,93,2,1,27800000000,27800015493,0,360096631,0,0,-0.116892,0.0439509,0.0495781,-0.0293178,-0.00535047,-0.0340265,0.994593
279,93,3,0,27900000000,27900063826,0,460144934,0,0,-0.0588457,0.0288462,0.160627,-0.0348788,0.00762842,-0.0398704,0.99307
280,93,4,0,28000000000,28000061547,0,560142635,0,0,-0.191968,-0.0125092,0.0687934,0.00288796,-0.00296983,-0.0223504,0.940621
281,94,2,1,28100000000,28100071089,0,361026661,1,0,-0.150761,0.0348291,-0.0192153,-0.0210635,-0.00377951,-0.025102,1
282,94,3,0,28200000000,28200092931,0,461048403,0,0,-0.0622326,0.0167992,0.121793,-0.0300085,0.0104664,-0.0342993,0.999743
283,94,4,0,28300000000,28300098512,0,561054334,0,0,-0.280604,-0.0255008,-0.0954494,0.0111772,-0.00284271,-0.0109649,-0.999282
284,95,2,1,28400000000,28400075923,0,353916562,1,0,-0.139142,0.040489,-0.0253001,-0.0197713,-0.00514392,-0.0220581,1
285,95,3,0,28500000000,28500062544,0,453903613,1,0,-0.0506328,0.0212049,0.120981,-0.0282768,0.00994012,-0.0314818,1
286,95,4,0,28600000000,28600066366,0,553907025,0,0,-0.253864,-0.0217887,-0.0893792,0.0109858,-0.00288419,-0.0104748,-0.996126
287,96,2,1,28700000000,28700062577,0,358044438,1,0,-0.126836,0.0480199,-0.0214882,-0.0152158,-0.00497924,-0.0267683,1
288,96,3,0,28800000000,28800031858,0,458013299,1,0,-0.0381717,0.0315412,0.12283,-0.0251625,0.010135,-0.0366942,1
289,96,4,0,28900000000,28900062000,0,558043881,0,0,-0.26048,-0.0175364,-0.103418,0.0146947,-0.00226279,-0.0142081,-0.994007
290,97,2,1,29000000000,29000022911,0,359736284,1,0,-0.127144,0.0526123,-0.027241,-0.0199958,-0.00588635,-0.0259978,1
291,97,3,0,29100000000,29100102714,0,459816167,1,0,-0.0456395,0.0350037,0.104147,-0.0292005,0.00880833,-0.0344822,1
292,97,4,0,29200000000,29200078945,0,559792458,0,0,-0.241112,0.000679977,-0.0832945,0.00934328,-0.00339722,-0.014385,-0.989186
293,98,2,1,29300000000,29300100706,0,354261478,1,0,-0.182554,0.0404056,-0.119897,-0.00913331,-0.00666883,-0.0173732,1
294,98,3,0,29400000000,29400065297,0,454226319,1,0,-0.0801853,0.0260957,0.0329058,-0.020451,0.00803536,-0.028049,1
295,98,4,0,29500000000,29500068539,0,554229531,1,0,-0.329407,-0.0157777,-0.230383,0.0190392,-0.00518943,-0.00373438,-1
296,99,2,1,29600000000,29600071451,0,361179814,1,0,-0.191864,0.0399067,-0.130921,-0.00911519,-0.00846196,-0.0179445,1
297,99,3,0,29700000000,29700075642,0,461183966,1,0,-0.0907617,0.0256763,0.0155237,-0.0196731,0.00611743,-0.0282574,1
298,99,4,0,29800000000,29800086204,0,561194748,0,0,-0.324257,-0.00901592,-0.228239,0.0181016,-0.00753271,-0.00447813,-0.995821
299,100,3,1,29900000000,29900088985,0,359969958,1,0,-0.0894332,0.0366899,0.00318231,-0.0218922,0.00415854,-0.0228779,1
