step,chunk_id,chunk_index,chunk_boundary,deadline_offset_ns,emit_offset_ns,fallback,observation_age_ns,safety_flags,safety_rejected,action_0,action_1,action_2,action_3,action_4,action_5,action_6
198,50,4,0,19800000000,19800077119,0,555621140,0,0,-0.217099,0.0058225,-0.0948624,0.00505346,-0.00795825,-0.0393626,-0.898339
199,50,5,0,19900000000,19900072801,0,655616882,0,0,-0.221161,-0.0150926,-0.222592,0.013951,-0.00120711,-0.0447058,-0.958455
200,50,6,0,20000000000,20000098873,0,755642754,0,0,-0.245758,-0.0163998,-0.26986,0.00813542,0.0117223,-0.0397035,-0.999981
201,51,3,1,20100000000,20100077164,0,453498155,1,0,-0.139165,-0.00185851,-0.280327,0.00190177,0.0287902,-0.0451154,1
202,51,4,0,20200000000,20200096796,0,553517957,0,0,-0.471884,-0.0480086,-0.569138,0.0300407,-0.0050745,-0.0208876,-0.976357
203,51,5,0,20300000000,20300078596,0,653499637,0,0,-0.366286,-0.0451083,-0.56431,0.0348443,0.000392336,-0.0275643,-0.958861
204,51,6,0,20400000000,20400098079,0,753519409,0,0,-0.293254,-0.0300948,-0.464774,0.01983,0.0160663,-0.0287741,-0.971829
205,52,3,1,20500000000,20500077690,0,455938855,1,0,-0.136273,0.000596024,-0.27856,0.00572576,0.0296275,-0.0373292,1
206,52,4,0,20600000000,20600073881,0,555934787,1,0,-0.211822,0.00187846,-0.233262,0.0108232,-0.0047243,-0.0350541,1
207,52,5,0,20700000000,20700071182,0,655932398,1,0,-0.137719,-0.00337869,-0.122157,0.0104147,-0.00264663,-0.0468961,1
208,52,6,0,20800000000,20800069944,0,755930970,1,0,-0.0928958,0.0118215,-0.0292132,0.00254913,0.00471064,-0.0504033,1
209,53,3,1,20900000000,20900072366,0,456073690,1,0,-0.071524,0.0284664,0.0279371,0.000140598,0.0169048,-0.0512446,1
210,53,4,0,21000000000,21000084987,0,556086631,1,0,-0.11506,0.0306202,0.0751194,-8.91439e-06,-0.00989606,-0.0472532,1
211,53,5,0,21100000000,21100066738,0,656068662,1,0,-0.0820857,0.0298312,0.108496,0.000826068,-0.00669333,-0.054596,1
212,53,6,0,21200000000,21200098500,0,756099874,1,0,-0.0541136,0.0369373,0.160283,-0.00383492,-0.00160212,-0.0570492,1
213,54,3,1,21300000000,21300069861,0,456313253,1,0,-0.029295,0.029743,0.124669,-0.00396445,0.0168931,-0.0570398,1
214,54,4,0,21400000000,21400072563,0,556316185,0,0,-0.18388,-0.00531716,-0.00771667,0.00288082,-0.00279608,-0.0491955,0.717125
215,54,5,0,21500000000,21500071914,0,656315306,0,0,-0.219489,-0.0218589,-0.14678,0.0153449,0.00256949,-0.0526113,-0.900426
216,54,6,0,21600000000,21600075336,0,756318728,0,0,-0.251985,-0.0272477,-0.205915,0.00954251,0.018695,-0.0459862,-0.992045
217,55,3,1,21700000000,21700073927,0,456680492,1,0,-0.149839,-0.0299551,-0.215446,0.00293968,0.0349433,-0.0458358,1
218,55,4,0,21800000000,21800070479,0,556676954,0,0,-0.528189,-0.0566613,-0.607285,0.0402323,-0.00445832,-0.00912533,-0.975602
219,55,5,0,21900000000,21900071610,0,656678165,0,0,-0.433225,-0.0438597,-0.658011,0.0452177,0.000706878,-0.0147637,-0.978289
220,55,6,0,22000000000,22000073431,0,756679866,1,0,-0.400244,-0.0284726,-0.649996,0.0315044,0.0157853,-0.0114011,-1
221,56,3,1,22100000000,22100078103,0,456851035,1,0,-0.234998,-0.0172052,-0.532972,0.0184918,0.0324896,-0.0149064,1
222,56,4,0,22200000000,22200078874,0,556851686,0,0,-0.514606,-0.0177312,-0.69543,0.0383604,0.00056027,0.00282502,-0.955593
223,56,5,0,22300000000,22300071656,0,656844608,0,0,-0.354645,-0.01531,-0.599892,0.0374458,0.00640262,-0.00625174,-0.957159
224,56,6,0,22400000000,22400073967,0,756846769,0,0,-0.26891,-0.00970369,-0.441371,0.0189578,0.0252768,-0.0103179,-0.975545
225,57,3,1,22500000000,22500098579,0,449359298,1,0,-0.152938,0.0148793,-0.220917,0.00476626,0.0380364,-0.0226664,1
226,57,4,0,22600000000,22600096351,0,549356920,1,0,-0.20159,0.0172218,-0.143105,0.00522419,0.00503595,-0.0269592,1
227,57,5,0,22700000000,22700077071,0,649337940,1,0,-0.130129,0.00924618,-0.0495439,0.00513646,0.00681001,-0.0418169,1
228,57,6,0,22800000000,22800079333,0,749339712,1,0,-0.105181,0.0136071,0.00690608,0.00249975,0.0132545,-0.0453559,1
229,58,3,1,22900000000,22900074864,0,455813873,1,0,-0.094304,0.0167284,0.0314468,0.000711509,0.02171,-0.0421132,1
230,58,4,0,23000000000,23000073696,0,555812565,1,0,-0.152069,0.0184668,0.0424172,0.000360442,-0.00671074,-0.0341898,1
231,58,5,0,23100000000,23100098568,0,655837567,1,0,-0.130579,0.0102568,0.0590704,0.00108563,-0.00452614,-0.0403649,1
232,58,6,0,23200000000,23200097079,0,755836008,1,0,-0.120091,0.00667718,0.0832905,0.000906869,7.20904e-05,-0.0410644,1
233,59,3,1,23300000000,23300074730,0,455575098,1,0,-0.0841455,0.0211549,0.0460029,-0.000346272,0.012131,-0.0423665,1
234,59,4,0,23400000000,23400098652,0,555598920,1,0,-0.149426,0.00466489,0.0159175,0.00099629,-0.00684329,-0.0411897,1
235,59,5,0,23500000000,23500075283,0,655575621,0,0,-0.182137,-0.0175701,-0.0540554,0.00795691,-0.0022672,-0.0479992,0.668157
236,59,6,0,23600000000,23600074354,0,755574772,0,0,-0.246079,-0.0219071,-0.156051,0.00730396,0.00784778,-0.042194,-0.949999
237,60,3,1,23700000000,23700077336,0,449470941,1,0,-0.146333,0.00844909,-0.113642,0.00165036,0.020553,-0.0451864,1
238,60,4,0,23800000000,23800099348,0,549492843,0,0,-0.257665,-0.00782624,-0.185019,0.0128739,-0.00195849,-0.0395406,-0.19584
239,60,5,0,23900000000,23900076189,0,649469404,0,0,-0.158836,-0.0133814,-0.10914,0.014445,0.00241723,-0.0521474,-0.147588
240,60,6,0,24000000000,24000076860,0,749470545,0,0,-0.119862,-0.00924255,-0.0133716,0.00337265,0.0118945,-0.0569847,-0.472116
241,61,3,1,24100000000,24100073852,0,457096111,1,0,-0.00803746,0.0205939,0.0354245,-2.20374e-05,0.0292873,-0.0629689,1
242,61,4,0,24200000000,24200075423,0,557097582,1,0,-0.163016,-0.00144697,-0.0876808,0.00713349,0.00152043,-0.0469222,1
243,61,5,0,24300000000,24300097515,0,657119704,0,0,-0.207221,0.000738367,-0.179671,0.0171595,0.00578606,-0.0481011,-0.885043
244,61,6,0,24400000000,24400096556,0,757118965,0,0,-0.226574,-0.0109941,-0.194151,0.0113543,0.0165421,-0.0432385,-0.964946
245,62,3,1,24500000000,24500075157,0,454180638,1,0,-0.108201,-0.0031155,-0.0804959,0.00386646,0.0226394,-0.0437235,1
246,62,4,0,24600000000,24600074399,0,554179750,1,0,-0.144131,-0.00531132,-0.0540208,0.00508062,-0.00199286,-0.0343278,1
247,62,5,0,24700000000,24700074631,0,654179991,1,0,-0.114053,-0.0179687,-0.0239674,0.009369,0.0016649,-0.0374552,1
248,62,6,0,24800000000,24800098092,0,754203223,1,0,-0.108567,-0.0192955,0.00789889,0.00341811,0.00881484,-0.036217,1
249,63,3,1,24900000000,24900074634,0,456294093,1,0,-0.0661688,0.0178504,-0.00194137,0.00201628,0.0205765,-0.0359336,1
250,63,4,0,25000000000,25000098685,0,556318245,1,0,-0.120941,0.00501403,-0.0289102,0.00247406,-0.00100299,-0.0297656,1
251,63,5,0,25100000000,25100099756,0,656319366,1,0,-0.117898,-0.0160716,-0.037454,0.00919234,0.00265393,-0.0330051,1
252,63,6,0,25200000000,25200074627,0,756294417,0,0,-0.219004,-0.0113718,-0.145745,0.0074174,0.0120536,-0.0272975,-0.826526
253,64,3,1,25300000000,25300100680,0,454447214,1,0,-0.112439,-0.0123948,-0.0543143,0.00217414,0.0220452,-0.0329828,1
254,64,4,0,25400000000,25400099791,0,554446186,1,0,-0.149007,-0.0219049,-0.0157953,0.00229319,0.00150007,-0.0337611,1
255,64,5,0,25500000000,25500100672,0,654447017,1,0,-0.117522,-0.0371692,0.0185326,0.00603853,0.00534782,-0.0415342,1
256,64,6,0,25600000000,25600077194,0,754423579,1,0,-0.114093,-0.0352657,0.0555693,0.00148635,0.0126357,-0.042113,1
257,65,3,1,25700000000,25700078045,0,456579110,0,0,-0.0542333,-0.00663755,0.0413691,0.000511098,0.0268079,-0.0454573,0.998622
258,65,4,0,25800000000,25800095896,0,556596981,1,0,-0.106267,-0.0143157,0.0230043,0.00117122,0.0030509,-0.0408154,1
259,65,5,0,25900000000,25900073337,0,656574622,1,0,-0.0854528,-0.0286838,0.0392884,0.00474629,0.00580632,-0.0472981,1
260,65,6,0,26000000000,26000071899,0,756573194,1,0,-0.0836999,-0.0289512,0.0693906,0.00137756,0.0112512,-0.0471099,1
261,66,3,1,26100000000,26100073551,0,455766852,1,0,-0.0482613,-0.0110897,0.0499989,0.000572748,0.0253612,-0.0488242,1
262,66,4,0,26200000000,26200071812,0,555765024,1,0,-0.120576,-0.0318556,0.0193229,0.00319169,0.00351151,-0.0426553,1
263,66,5,0,26300000000,26300097944,0,655791336,1,0,-0.105004,-0.056007,0.0293843,0.010151,0.00757985,-0.0490351,1
264,66,6,0,26400000000,26400099856,0,755792998,1,0,-0.110433,-0.0568221,0.0555553,0.00482908,0.0140389,-0.0493499,1
265,67,3,1,26500000000,26500097757,0,455680791,0,0,-0.0672559,-0.026478,0.0323056,0.00294852,0.0263941,-0.0491631,0.997636
266,67,4,0,26600000000,26600096818,0,555679782,1,0,-0.129273,-0.0303843,0.00805697,0.00358643,0.00404156,-0.0392001,1
267,67,5,0,26700000000,26700098280,0,655681283,1,0,-0.107898,-0.0481242,0.021309,0.00968546,0.00801816,-0.0437951,1
268,67,6,0,26800000000,26800078681,0,755661885,1,0,-0.105405,-0.046061,0.0484994,0.00379566,0.0138188,-0.0435888,1
269,68,3,1,26900000000,26900073022,0,458169073,1,0,-0.0635912,-0.020444,0.0324272,0.00211316,0.0266711,-0.0438196,1
270,68,4,0,27000000000,27000101994,0,558198495,1,0,-0.129916,-0.0280918,0.00461089,0.0031608,0.00307696,-0.0349934,1
271,68,5,0,27100000000,27100074795,0,658171216,1,0,-0.109892,-0.0454354,0.0192855,0.00845746,0.00706974,-0.0397213,1
272,68,6,0,27200000000,27200071046,0,758167468,1,0,-0.104425,-0.0441196,0.0527388,0.00266555,0.0125088,-0.0395554,1
273,69,3,1,27300000000,27300074398,0,457143051,1,0,-0.059465,-0.0302351,0.0577855,0.00125205,0.0265722,-0.0427466,1
274,69,4,0,27400000000,27400076159,0,557144802,1,0,-0.105231,-0.0391558,0.0568196,0.00228951,0.00246507,-0.0400976,1
275,69,5,0,27500000000,27500099141,0,657167874,1,0,-0.0805449,-0.0612691,0.0819237,0.00724988,0.00669893,-0.0476478,1
276,69,6,0,27600000000,27600097983,0,757166615,1,0,-0.0688756,-0.058515,0.123039,0.00199138,0.0130697,-0.0497874,1
277,70,3,1,27700000000,27700096114,0,452536014,1,0,-0.0376329,-0.0374171,0.106247,0.000749556,0.0289115,-0.0499577,1
278,70,4,0,27800000000,27800097746,0,552537716,1,0,-0.116282,-0.0389339,0.0569619,0.00237803,0.0021923,-0.039986,1
279,70,5,0,27900000000,27900075267,0,652515247,1,0,-0.0989854,-0.0582511,0.0615476,0.00726558,0.00570037,-0.044587,1
280,70,6,0,28000000000,28000074788,0,752514538,1,0,-0.0983885,-0.0543501,0.0868875,0.00208407,0.011008,-0.0448208,1
281,71,3,1,28100000000,28100070870,0,457119621,1,0,-0.0610219,-0.0345779,0.0741681,0.000970198,0.0241672,-0.0452139,1
282,71,4,0,28200000000,28200073391,0,557122111,1,0,-0.118746,-0.0424973,0.0618457,0.00380694,-0.00217044,-0.0409513,1
283,71,5,0,28300000000,28300097383,0,657146074,1,0,-0.0976918,-0.0656576,0.0682599,0.011396,0.00059513,-0.0474488,1
284,71,6,0,28400000000,28400098944,0,757147855,1,0,-0.0940784,-0.0635607,0.0960669,0.00501306,0.00646627,-0.0490531,1
285,72,3,1,28500000000,28500099006,0,456632630,1,0,-0.0702301,-0.0441876,0.0724349,0.00222138,0.0208248,-0.0484465,1
286,72,4,0,28600000000,28600084197,0,556617581,1,0,-0.1516,-0.0497582,0.0357286,0.00588652,-0.00226841,-0.0389061,1
287,72,5,0,28700000000,28700071718,0,656605382,1,0,-0.133597,-0.0732201,0.0284232,0.0148508,0.000762833,-0.0425795,1
288,72,6,0,28800000000,28800094950,0,756628554,1,0,-0.157568,-0.0712098,0.0317938,0.0101108,0.0079445,-0.0398694,1
289,73,3,1,28900000000,28900072391,0,457149721,1,0,-0.108854,-0.0504851,0.00431283,0.00300615,0.0206989,-0.0392506,1
290,73,4,0,29000000000,29000076032,0,557153342,1,0,-0.167037,-0.0527673,0.00506976,0.00742933,-0.0020725,-0.0317598,1
291,73,5,0,29100000000,29100098604,0,657175944,1,0,-0.145387,-0.071881,0.00375454,0.016908,0.00103629,-0.0340456,1
292,73,6,0,29200000000,29200068085,0,757145835,1,0,-0.175501,-0.0705505,0.000781029,0.0120106,0.00887676,-0.0302368,1
293,74,3,1,29300000000,29300093547,0,457180251,1,0,-0.119265,-0.0506618,-0.0147562,0.00340724,0.0193353,-0.031635,1
294,74,4,0,29400000000,29400084349,0,557171113,1,0,-0.172304,-0.0537602,-0.0133197,0.00902692,-0.00514853,-0.0276742,1
295,74,5,0,29500000000,29500086260,0,657173174,1,0,-0.153215,-0.0764152,-0.0190379,0.019866,-0.00272535,-0.0305568,1
296,74,6,0,29600000000,29600101032,0,757187556,0,0,-0.231087,-0.065684,-0.0982697,0.0181761,0.00658067,-0.0255744,-0.9313
297,75,3,1,29700000000,29700068352,0,457381416,1,0,-0.14382,-0.0618567,-0.0614408,0.00472618,0.016387,-0.0303347,1
298,75,4,0,29800000000,29800074024,0,557387288,1,0,-0.188106,-0.0531723,-0.0484839,0.0110994,-0.0069349,-0.0256286,1
299,75,5,0,29900000000,29900063745,0,657376949,0,0,-0.180537,-0.0646621,-0.0729566,0.0200453,-0.00371849,-0.0273296,0.726651
